cliente_id,idade,sexo,tempo_contrato_meses,servico_internet,tipo_contrato,valor_mensal,total_gasto,num_servicos,dependentes,fatura_online,seguro_dispositivo,suporte_tecnico,churn
C1276,20,Feminino,2,Não tem,Mensal,83.24,159.75,4,Não,Sim,,Não,Não
C1277,66,Feminino,11,Não tem,Mensal,32.83,357.95,2,Não,Sim,Não,Sim,Sim
C1278,54,Feminino,64,DSL,Mensal,77.85,4555.12,3,Não,Sim,Sim,Sim,Sim
C1279,66,Feminino,21,DSL,Anual,89.34,1988.22,4,Sim,Sim,Sim,Sim,Não
C1280,73,Masculino,18,DSL,Anual,90.06,1537.85,1,Não,Sim,Não,Sim,Não
C1281,34,Feminino,64,Fibra,Mensal,95.35,6377.51,4,Sim,Não,Sim,Não,Não
C1282,76,Masculino,38,Não tem,Bianual,107.29,3725.05,2,Sim,Sim,Não,Não,Não
C1283,66,Masculino,32,DSL,Bianual,70.0,2443.88,1,Não,Sim,Sim,Sim,Não
C1284,19,Feminino,11,DSL,Mensal,93.02,960.4,4,Não,Não,Não,Sim,Não
C1285,19,Masculino,45,Fibra,Mensal,81.92,3968.59,4,Não,Sim,Não,Não,Não
C1286,45,Masculino,33,Fibra,Mensal,38.66,1354.74,4,Não,Não,Não,Não,Não
C1287,71,Masculino,41,Fibra,Bianual,22.57,1011.96,4,Não,Sim,Não,Não,Sim
C1288,40,Masculino,8,Não tem,Anual,48.45,385.89,1,Não,Sim,Não,Não,Não
C1289,54,Feminino,11,DSL,Mensal,64.3,739.47,2,Não,Não,Sim,Não,Não
C1290,49,Masculino,51,Fibra,Mensal,81.71,4059.45,4,Sim,Sim,Sim,Não,Não
C1291,50,Feminino,41,Não tem,Mensal,105.0,4033.24,1,Sim,Sim,Não,Não,Não
C1292,18,Feminino,17,Fibra,Mensal,39.62,665.87,2,Não,Não,Não,Não,Sim
C1293,36,Masculino,46,Fibra,Mensal,32.55,1397.21,4,Não,Sim,Não,Sim,Não
C1294,79,Feminino,32,Fibra,Anual,116.35,4082.15,2,Sim,Sim,Sim,,Não
C1295,19,Feminino,54,DSL,Anual,30.8,1528.9,2,Não,Sim,Sim,Sim,Não
C1296,70,Feminino,20,Não tem,Anual,67.85,1381.21,1,Sim,Não,Sim,Não,Sim
C1297,61,Masculino,33,Fibra,Anual,78.56,2658.05,2,Não,Não,Não,Não,Sim
C1298,43,Feminino,40,Não tem,Anual,74.14,2988.19,1,Sim,Sim,Não,Não,Não
C1299,49,Feminino,32,Fibra,Mensal,28.6,944.89,4,Não,Sim,Não,,Não
C1300,23,Feminino,2,Não tem,Anual,25.7,47.45,2,Não,Não,Não,Não,Não
C1301,49,Masculino,33,DSL,Mensal,30.55,1019.24,2,Sim,Sim,Sim,Não,Sim
C1302,72,Feminino,30,Não tem,Anual,78.56,2256.5,3,Não,Sim,Sim,Sim,Não
C1303,21,Masculino,33,Fibra,Mensal,74.43,2672.42,4,Não,Não,Sim,Não,Sim
C1304,72,Masculino,26,Não tem,Anual,43.37,1186.72,4,Não,Não,Não,Não,Sim
C1305,28,Masculino,22,DSL,Mensal,83.78,2017.34,3,Não,Não,Sim,Não,Não
C1306,73,Masculino,66,Fibra,Mensal,102.01,6109.96,3,Não,Sim,Não,Não,Não
C1307,76,Masculino,38,Não tem,Mensal,24.16,878.63,1,Sim,Sim,Sim,Não,Sim
C1308,34,Masculino,46,Fibra,Mensal,69.81,3015.64,1,Não,Sim,Não,Não,Sim
C1309,55,Feminino,15,Não tem,Anual,88.93,1203.53,2,Sim,Sim,Não,Não,Sim
C1310,41,Masculino,44,Fibra,Anual,45.23,1887.56,2,Sim,Sim,Não,Não,Não
C1311,22,Feminino,49,DSL,Mensal,50.78,2577.19,2,Sim,Não,Não,Sim,Não
C1312,69,Feminino,61,DSL,Mensal,81.36,4696.04,2,Não,Sim,Não,Não,Não
C1313,51,Masculino,67,Fibra,Mensal,109.79,7369.18,1,Não,Não,Sim,Sim,Não
C1314,23,Feminino,6,Fibra,Mensal,100.99,652.94,4,Sim,Sim,Não,Sim,Não
C1315,39,Feminino,9,Fibra,Mensal,78.31,732.1,2,Sim,Sim,Não,Não,Sim
C1316,28,Feminino,6,Fibra,Anual,93.02,546.36,4,Não,Sim,Sim,Não,Não
C1317,65,Feminino,32,Fibra,Mensal,56.48,1761.26,2,Sim,Sim,Sim,Não,Não
C1318,33,Masculino,41,DSL,Mensal,84.1,3417.57,3,Sim,Sim,Não,Sim,Sim
C1319,50,Feminino,8,Fibra,Mensal,66.62,498.54,2,Sim,Não,Não,Sim,Sim
C1320,26,Masculino,50,Fibra,Mensal,38.99,2001.75,2,Não,Não,Não,Sim,Sim
C1321,77,Feminino,62,DSL,Mensal,90.17,5438.65,2,Não,Sim,Não,Sim,Sim
C1322,76,Feminino,62,Fibra,Anual,75.65,5020.84,1,Não,Sim,Sim,Não,Não
C1323,23,Masculino,7,Não tem,Mensal,55.86,411.08,3,Não,Não,Sim,Sim,Não
C1324,33,Feminino,4,Não tem,Mensal,111.13,454.35,2,Não,Sim,Não,Não,Não
C1325,46,Feminino,6,DSL,Mensal,22.09,128.94,2,Não,Sim,Sim,,Não
C1326,20,Feminino,58,DSL,Mensal,51.58,2818.08,4,Não,Sim,Não,Não,Não
C1327,37,Masculino,22,Não tem,Mensal,25.69,596.4,3,Não,Não,Não,Sim,Não
C1328,77,Feminino,26,Fibra,Bianual,96.65,2506.07,2,Sim,Sim,Sim,Sim,Sim
C1329,76,Masculino,3,Fibra,Anual,90.21,255.73,4,Sim,Sim,Não,Sim,Não
C1330,53,Feminino,41,Fibra,Mensal,53.14,2045.91,4,Não,Não,Sim,Não,Não
C1331,36,Masculino,60,DSL,Mensal,87.57,4902.59,1,Não,Sim,Não,Não,Sim
C1332,43,Masculino,14,Fibra,Mensal,59.59,880.5,4,Não,Sim,Sim,Não,Sim
C1333,20,Feminino,12,DSL,Mensal,95.63,1085.36,2,Não,Sim,Não,Não,Não
C1334,36,Feminino,12,Não tem,Anual,65.42,789.22,1,Não,Não,Sim,Sim,Não
C1335,37,Masculino,13,Não tem,Anual,61.23,788.28,1,Sim,Sim,Não,Não,Sim
C1336,49,Masculino,25,DSL,Mensal,113.47,2881.92,2,Não,Não,Não,Não,Não
C1337,24,Feminino,45,Fibra,Mensal,45.09,2182.1,3,Não,Sim,Sim,Sim,Não
C1338,69,Masculino,19,Não tem,Mensal,32.04,653.53,4,Não,Sim,Não,Sim,Não
C1339,58,Feminino,55,DSL,Anual,78.45,4272.53,1,Não,Não,Sim,Sim,Sim
C1340,50,Feminino,45,Fibra,Anual,116.93,4751.84,3,Não,Sim,Não,Sim,Não
C1341,57,Feminino,8,Fibra,Mensal,57.78,455.44,2,Sim,Sim,Sim,Não,Não
C1342,56,Feminino,53,Não tem,Mensal,26.2,1418.09,4,Não,Sim,Não,Sim,Sim
C1343,35,Masculino,55,DSL,Anual,53.93,3000.42,4,Sim,Sim,Sim,,Não
C1344,57,Feminino,32,Não tem,Mensal,70.59,2327.25,1,Não,Sim,Não,Sim,Não
C1345,18,Masculino,51,Não tem,Mensal,36.19,1718.0,4,Não,Sim,Sim,Não,Sim
C1346,28,Feminino,44,DSL,Mensal,85.81,3886.29,4,Não,Sim,Não,Não,Sim
C1347,45,Masculino,70,DSL,Anual,119.77,7851.78,4,Não,Não,Sim,Sim,Sim
C1348,74,Feminino,18,Fibra,Mensal,65.17,1231.84,4,Não,Sim,Não,Sim,Não
C1349,42,Masculino,22,Fibra,Mensal,55.47,1181.07,2,Não,Não,Não,Sim,Sim
C1350,67,Masculino,37,Fibra,Anual,60.07,2315.89,3,Não,Sim,Sim,,Não
C1351,40,Feminino,56,DSL,Mensal,31.51,1605.0,2,Não,Sim,Não,Sim,Não
C1352,48,Feminino,59,DSL,Mensal,108.33,6273.69,2,Não,Sim,Sim,Não,Sim
C1353,47,Feminino,3,Não tem,Mensal,61.48,192.0,1,Não,Sim,Sim,Não,Não
C1354,59,Feminino,28,Fibra,Mensal,58.73,1554.61,4,Sim,Sim,Não,Não,Não
C1355,52,Masculino,35,DSL,Anual,85.97,3186.65,2,Não,Não,Não,Sim,Não
C1356,24,Feminino,61,DSL,Mensal,64.2,4018.63,4,Não,Não,Não,Não,Sim
C1357,77,Masculino,54,DSL,Mensal,84.82,4660.49,2,Sim,Não,Sim,Não,Não
C1358,33,Masculino,63,DSL,Mensal,26.14,1598.58,2,Sim,Sim,Sim,Sim,Não
C1359,43,Feminino,7,Fibra,Anual,101.37,707.1,1,Sim,Não,Sim,Sim,Não
C1360,65,Masculino,49,DSL,Anual,114.05,5697.26,3,Não,Sim,Não,Sim,Sim
C1361,74,Masculino,31,Fibra,Mensal,84.88,2616.79,3,Não,Sim,Não,Sim,Não
C1362,69,Masculino,58,Fibra,Mensal,115.46,6962.29,2,Não,Não,Não,Sim,Não
C1363,77,Masculino,61,Fibra,Anual,35.14,2115.12,1,Sim,Sim,Sim,Não,Sim
C1364,66,Feminino,24,DSL,Mensal,67.74,1528.95,4,Não,Sim,Sim,Não,Não
C1365,19,Feminino,20,Não tem,Anual,80.18,1511.85,4,Sim,Sim,Sim,Não,Não
C1366,18,Feminino,37,DSL,Anual,78.17,2606.42,2,Não,Sim,Sim,Sim,Não
C1367,65,Feminino,4,DSL,Anual,60.15,231.02,3,Não,Não,Sim,Não,Não
C1368,79,Masculino,20,DSL,Mensal,53.81,1129.78,1,Sim,Sim,Não,Sim,Não
C1369,29,Masculino,60,DSL,Mensal,32.68,2076.16,3,Não,Não,Não,Não,Não
C1370,22,Feminino,24,Fibra,Anual,59.17,1335.58,4,Sim,Sim,Não,Sim,Não
C1371,54,Feminino,50,Fibra,Mensal,36.27,1980.0,3,Não,Sim,Não,Sim,Não
C1372,49,Feminino,49,Fibra,Mensal,93.44,4580.76,4,Não,Sim,Sim,Não,Não
C1373,76,Masculino,51,Fibra,Anual,40.88,2258.75,1,Não,Sim,Não,Sim,Não
C1374,72,Feminino,36,Fibra,Anual,25.86,969.46,1,Sim,Sim,Sim,Não,Não
C1375,26,Feminino,66,Fibra,Mensal,75.24,5186.75,2,Sim,Não,Não,Não,Não
C1376,58,Feminino,34,Fibra,Mensal,79.52,2479.3,2,Não,Não,Não,Não,Não
C1377,52,Masculino,36,Não tem,Mensal,107.19,3642.74,3,Sim,Não,Sim,Não,Sim
C1378,36,Masculino,6,Fibra,Anual,77.7,420.4,1,Não,Não,Não,Não,Sim
C1379,65,Masculino,39,Fibra,Bianual,54.55,2219.41,1,Não,Não,Sim,Sim,Não
C1380,33,Masculino,42,Fibra,Mensal,100.3,4081.54,2,Sim,Sim,Não,Não,Sim
C1381,20,Masculino,58,DSL,Mensal,74.03,4539.9,4,Sim,Não,Não,Não,Sim
C1382,37,Masculino,12,Fibra,Anual,27.93,324.36,3,Não,Sim,Sim,Sim,Não
C1383,41,Masculino,3,Fibra,Mensal,76.59,244.44,3,Não,Sim,Não,,Sim
C1384,71,Masculino,18,DSL,Mensal,110.8,1847.09,2,Não,Sim,Não,Não,Sim
C1385,73,Feminino,40,Fibra,Bianual,59.63,2229.39,1,Não,Sim,Não,Não,Não
C1386,50,Feminino,21,Fibra,Mensal,49.63,1009.06,2,Não,Sim,Sim,Não,Não
C1387,41,Masculino,15,Fibra,Anual,34.35,505.82,2,Sim,Não,Não,Sim,Não
C1388,69,Masculino,26,Fibra,Mensal,35.14,885.99,2,Não,Sim,Sim,Não,Não
C1389,28,Feminino,8,Fibra,Mensal,63.28,532.93,2,Não,Sim,Sim,Sim,Não
C1390,66,Masculino,42,Fibra,Anual,79.57,3072.55,4,Sim,Sim,,Não,Não
C1391,25,Masculino,44,Não tem,Mensal,28.06,1197.9,4,Sim,Sim,Sim,Não,Não
C1392,53,Masculino,14,DSL,Bianual,113.96,1703.05,1,Sim,Sim,Sim,Sim,Sim
C1393,55,Feminino,2,DSL,Mensal,95.51,174.47,2,Sim,Sim,Não,Não,Sim
C1394,57,Feminino,37,Fibra,Mensal,78.66,3167.9,4,Não,Sim,Sim,Não,Não
C1395,37,Feminino,69,Não tem,Mensal,102.84,7786.14,1,Não,Sim,Sim,Não,Não
C1396,79,Feminino,38,Fibra,Mensal,28.02,977.14,2,Sim,Não,Sim,Não,Não
C1397,52,Feminino,41,Fibra,Mensal,67.68,2659.04,3,Não,Não,Não,Não,Não
C1398,65,Masculino,62,DSL,Mensal,83.01,5015.28,4,Não,Sim,Não,Não,Não
C1399,79,Feminino,60,Fibra,Mensal,102.87,6513.39,1,Não,Sim,Sim,Sim,Não
C1400,42,Masculino,14,Fibra,Mensal,98.35,1403.32,3,Não,Sim,Sim,Sim,Não
C1401,52,Masculino,2,DSL,Anual,47.71,98.18,2,Sim,Não,Sim,Sim,Sim
C1402,42,Feminino,70,Não tem,Anual,114.09,8397.61,2,Não,Sim,Sim,Não,Não
C1403,46,Feminino,17,Fibra,Anual,32.43,509.19,2,Não,Sim,Sim,Não,Sim
C1404,35,Masculino,28,DSL,Mensal,107.51,3210.89,4,Sim,Não,Não,Sim,Não
C1405,63,Masculino,66,Não tem,Mensal,117.09,8045.74,1,Sim,Sim,,,Não
C1406,35,Masculino,35,Fibra,Anual,37.72,1340.62,3,Sim,Sim,Não,Não,Não
C1407,19,Feminino,5,Fibra,Mensal,92.21,496.99,1,Sim,Sim,Sim,Não,Não
C1408,71,Feminino,65,Fibra,Mensal,24.03,1624.52,4,Não,Não,Não,Sim,Não
C1409,52,Feminino,40,Fibra,Anual,60.54,2277.13,1,Não,Não,Não,Não,Não
C1410,33,Feminino,56,Fibra,Anual,71.63,3954.92,4,Não,Não,Não,Sim,Não
C1411,78,Feminino,36,Não tem,Mensal,78.06,2806.81,2,Não,Sim,Sim,Sim,Não
C1412,58,Masculino,45,DSL,Mensal,113.59,4656.84,3,Não,Sim,Sim,Não,Não
C1413,53,Feminino,23,DSL,Anual,87.23,2188.72,2,Não,Não,Não,Sim,Não
C1414,50,Masculino,47,Fibra,Mensal,68.13,2964.24,1,Não,Não,Não,Sim,Sim
C1415,21,Masculino,31,Não tem,Anual,100.97,3253.68,2,Sim,Sim,Não,Não,Não
C1416,50,Masculino,11,Não tem,Anual,115.05,1267.13,3,Não,Não,Não,Sim,Não
C1417,31,Feminino,10,Não tem,Anual,22.21,201.03,2,Não,Sim,Não,Não,Não
C1418,38,Feminino,67,Fibra,Mensal,118.25,8595.78,3,Sim,Sim,Sim,Sim,Não
C1419,65,Feminino,14,DSL,Mensal,28.61,428.72,3,Não,Sim,Não,Sim,Não
C1420,37,Masculino,10,Fibra,Anual,101.44,1019.32,2,Não,Sim,Sim,Sim,Não
C1421,73,Masculino,1,Fibra,Anual,48.03,45.43,4,Não,Não,,Sim,Não
C1422,25,Masculino,5,Fibra,Anual,33.22,153.53,1,Não,Sim,Não,Não,Não
C1423,24,Masculino,20,DSL,Mensal,63.99,1244.83,4,Não,Sim,Sim,Não,Sim
C1424,20,Masculino,8,DSL,Mensal,84.4,642.17,4,Não,Não,Não,Não,Não
C1425,34,Masculino,43,Fibra,Anual,58.1,2501.64,2,Não,Não,Sim,,Sim
C1426,50,Feminino,1,Fibra,Anual,25.46,27.83,1,Não,Sim,Não,Sim,Sim
C1427,65,Feminino,57,Fibra,Bianual,79.95,4625.46,1,Não,Sim,,Não,Não
C1428,29,Feminino,64,Fibra,Anual,110.24,7605.58,4,Não,Sim,Não,Não,Sim
C1429,76,Feminino,28,Fibra,Mensal,58.32,1682.24,2,Não,Sim,Sim,Não,Não
C1430,68,Masculino,37,Fibra,Anual,41.63,1532.68,1,Não,Não,Não,Sim,Não
C1431,39,Masculino,47,DSL,Anual,64.26,3234.42,4,Não,Não,Não,Não,Não
C1432,72,Feminino,37,Fibra,Mensal,24.84,913.82,1,Sim,Sim,Não,Não,Não
C1433,39,Masculino,49,Fibra,Anual,102.05,5369.11,2,Sim,Sim,Sim,Sim,Sim
C1434,63,Feminino,44,Fibra,Mensal,102.63,4327.48,2,Sim,Sim,,Não,Não
C1435,47,Feminino,56,Não tem,Mensal,78.8,4085.21,2,Não,Não,Não,,Sim
C1436,55,Feminino,28,DSL,Anual,55.31,1658.73,1,Sim,Sim,Não,Não,Não
C1437,55,Masculino,6,DSL,Mensal,99.98,610.37,3,Sim,Sim,Não,Não,Não
C1438,62,Feminino,61,Fibra,Mensal,75.47,4961.92,1,Não,Sim,Não,Não,Não
C1439,68,Feminino,20,DSL,Mensal,102.59,2231.47,3,Não,Sim,Sim,Não,Não
C1440,71,Feminino,2,Fibra,Mensal,83.15,151.45,2,Não,Sim,Sim,Sim,Não
C1441,25,Masculino,37,DSL,Mensal,98.44,3642.99,4,Sim,Sim,Sim,Não,Não
C1442,44,Masculino,20,Não tem,Mensal,79.86,1557.26,3,Não,Não,Não,Não,Não
C1443,44,Feminino,26,DSL,Bianual,61.41,1636.85,2,Não,Não,Não,Sim,Sim
C1444,51,Masculino,29,Não tem,Mensal,115.79,3555.08,2,Não,Não,Sim,Não,Não
C1445,38,Masculino,1,DSL,Mensal,74.11,70.86,3,Não,Sim,Não,Não,Não
C1446,47,Masculino,35,Fibra,Mensal,80.51,2849.86,4,Não,Sim,,Sim,Não
C1447,50,Masculino,70,Não tem,Anual,42.05,3066.38,2,Sim,Sim,Não,Sim,Sim
C1448,45,Masculino,59,Fibra,Mensal,82.57,4515.45,3,Sim,Sim,Sim,Sim,Não
C1449,64,Masculino,69,DSL,Anual,77.16,5658.46,4,Sim,Não,Sim,Não,Não
C1450,50,Masculino,33,Fibra,Anual,38.48,1296.79,4,Não,Sim,Sim,Não,Sim
C1451,22,Masculino,51,Fibra,Anual,25.96,1442.99,2,Não,Sim,Sim,Não,Não
C1452,77,Masculino,12,Fibra,Mensal,80.44,934.3,1,Não,Não,Sim,Não,Não
C1453,78,Masculino,20,Fibra,Anual,96.37,1776.35,1,Sim,Não,Sim,Não,Não
C1454,65,Feminino,53,Fibra,Mensal,72.34,3839.01,2,Não,Sim,Não,Não,Não
C1455,36,Feminino,43,DSL,Bianual,42.68,1683.21,4,Não,Sim,Sim,Sim,Não
C1456,21,Masculino,50,Fibra,Anual,86.65,4739.34,2,Não,Sim,Não,Não,Sim
C1457,52,Feminino,29,Fibra,Mensal,28.01,737.35,3,Não,Sim,Sim,Não,Não
C1458,66,Feminino,57,DSL,Mensal,64.18,3843.74,1,Sim,Sim,Sim,Não,Sim
C1459,34,Masculino,39,Fibra,Mensal,36.34,1424.38,3,Não,Sim,Sim,Não,Não
C1460,61,Masculino,56,DSL,Anual,38.45,2096.62,2,Não,Não,,Sim,Sim
C1461,45,Masculino,43,DSL,Mensal,40.23,1579.68,2,Sim,Sim,Não,Não,Sim
C1462,47,Feminino,50,Não tem,Mensal,58.67,3005.18,4,Sim,Sim,Sim,Sim,Não
C1463,46,Feminino,23,DSL,Mensal,25.12,587.61,4,Não,Sim,Não,Não,Sim
C1464,63,Masculino,44,Fibra,Anual,59.78,2515.05,4,Não,Sim,Não,Sim,Sim
C1465,70,Masculino,38,DSL,Anual,71.17,2926.35,3,Não,Não,Não,Não,Não
C1466,23,Masculino,23,Fibra,Anual,68.33,1510.02,4,Sim,Sim,Não,Sim,Sim
C1467,52,Feminino,45,Fibra,Anual,58.28,2596.23,2,Não,Sim,Não,Sim,Sim
C1468,77,Feminino,52,DSL,Mensal,103.91,5450.61,4,Não,Sim,Sim,Sim,Não
C1469,58,Feminino,50,Fibra,Mensal,34.53,1588.46,1,Não,Não,Não,Sim,Não
C1470,54,Feminino,8,DSL,Anual,70.57,613.36,4,Não,Sim,Sim,Sim,Não
C1471,41,Masculino,1,Não tem,Mensal,26.2,25.54,3,Sim,Não,Sim,Não,Não
C1472,46,Masculino,8,Não tem,Mensal,27.12,198.77,1,Não,Sim,Não,Não,Não
C1473,66,Masculino,29,Não tem,Mensal,77.39,2193.72,1,Não,Sim,Não,Sim,Não
C1474,63,Masculino,5,Fibra,Mensal,76.6,390.68,1,Não,Sim,Não,Sim,Não
C1475,70,Feminino,47,Fibra,Mensal,107.8,5080.43,3,Não,Não,Sim,Não,Sim
C1476,48,Feminino,34,DSL,Anual,75.79,2677.12,2,Não,Não,Não,Não,Não
C1477,52,Masculino,65,Fibra,Mensal,115.98,6868.49,4,Não,Sim,Sim,Não,Não
C1478,77,Masculino,55,DSL,Mensal,24.87,1308.91,1,Não,Sim,Sim,Não,Não
C1479,50,Feminino,43,DSL,Mensal,29.8,1363.21,1,Não,Sim,Sim,Sim,Sim
C1480,69,Masculino,30,DSL,Anual,24.41,670.77,1,Não,Sim,Não,Sim,Sim
C1481,78,Feminino,17,Fibra,Mensal,38.53,701.58,2,Não,Sim,Sim,Sim,Não
C1482,38,Masculino,26,Fibra,Anual,74.13,1770.07,2,Não,Não,Não,Não,Sim
C1483,49,Masculino,8,Fibra,Anual,84.56,721.73,3,Não,Não,Não,Não,Não
C1484,40,Masculino,47,Fibra,Mensal,24.56,1122.18,2,Sim,Sim,Não,Não,Não
C1485,50,Masculino,46,Não tem,Bianual,114.6,5389.9,4,Não,Sim,Não,Sim,Não
C1486,20,Masculino,68,Fibra,Bianual,104.22,6594.96,3,Sim,Não,Não,Sim,Sim
C1487,35,Masculino,33,Fibra,Anual,49.66,1496.59,3,Não,Não,Não,Sim,Não
C1488,42,Masculino,1,Fibra,Anual,27.72,26.15,4,Não,Sim,Não,Não,Não
C1489,59,Feminino,19,DSL,Mensal,36.99,650.5,4,Não,Sim,Sim,Sim,Não
C1490,48,Feminino,31,DSL,Mensal,32.69,975.37,4,Não,Sim,Não,Não,Sim
C1491,71,Feminino,14,Fibra,Mensal,32.33,453.92,3,Não,Sim,Não,Sim,Sim
C1492,75,Feminino,53,Fibra,Mensal,71.86,3876.19,3,Não,Sim,,Não,Não
C1493,20,Feminino,48,Fibra,Bianual,44.58,2263.89,3,Sim,Sim,Sim,Não,Sim
C1494,57,Masculino,69,Fibra,Mensal,55.81,3971.22,4,Não,Sim,Não,Não,Não
C1495,63,Masculino,62,DSL,Anual,118.95,7535.32,4,Sim,Sim,Sim,Não,Não
C1496,41,Feminino,66,DSL,Anual,88.43,5733.41,1,Não,Sim,Não,Não,Não
C1497,67,Masculino,64,Fibra,Anual,114.9,7315.08,2,Não,Sim,Sim,,Não
C1498,49,Feminino,70,Fibra,Bianual,34.26,2357.2,1,Não,Não,Não,Não,Sim
C1499,64,Feminino,63,Não tem,Mensal,58.21,3918.19,4,Sim,Não,Sim,Não,Sim
C1500,39,Masculino,33,Fibra,Mensal,75.47,2356.02,3,Sim,Sim,Não,Não,Sim
C1501,40,Masculino,41,DSL,Mensal,27.68,1022.69,4,Não,Sim,Não,Não,Não
C1502,19,Masculino,48,Fibra,Mensal,20.42,1009.82,2,Não,Não,Não,,Não
C1503,44,Feminino,13,Fibra,Mensal,87.04,1064.19,1,Não,Sim,Não,Não,Sim
C1504,59,Masculino,31,Fibra,Mensal,84.18,2813.19,1,Não,Sim,Sim,Sim,Não
C1505,19,Feminino,68,DSL,Anual,61.08,4451.7,3,Não,Sim,Sim,Sim,Não
C1506,43,Feminino,4,Não tem,Mensal,68.96,252.49,1,Sim,Sim,Sim,Não,Não
C1507,34,Feminino,19,Fibra,Mensal,61.54,1077.21,1,Não,Sim,Não,Não,Sim
C1508,57,Masculino,70,Fibra,Anual,22.4,1566.49,4,Não,Não,Sim,Não,Sim
C1509,50,Masculino,13,Fibra,Mensal,53.54,711.22,1,Sim,Sim,Sim,Não,Sim
C1510,26,Feminino,23,Fibra,Mensal,37.71,828.28,1,Não,Sim,Não,Não,Não
C1511,60,Masculino,1,Fibra,Anual,29.84,31.13,1,Sim,Não,Não,Não,Sim
C1512,71,Masculino,54,Fibra,Anual,115.67,6364.75,3,Não,Sim,Não,Sim,Não
C1513,65,Masculino,71,DSL,Anual,79.94,5476.89,3,Sim,Sim,Sim,Não,Não
C1514,56,Feminino,15,Fibra,Mensal,92.87,1260.81,4,Não,Sim,Sim,Não,Não
C1515,46,Feminino,65,Fibra,Anual,51.54,3517.71,1,Sim,Sim,Não,Sim,Não
C1516,59,Masculino,71,Não tem,Anual,59.31,3970.77,3,Não,Sim,Sim,Não,Sim
C1517,72,Feminino,15,Fibra,Mensal,43.69,699.19,3,Não,Sim,Não,Não,Não
C1518,43,Masculino,21,Não tem,Anual,29.7,613.76,4,Não,Sim,,Sim,Não
C1519,52,Masculino,19,Fibra,Anual,37.9,731.2,2,Não,Sim,Não,Sim,Não
C1520,67,Masculino,60,Não tem,Mensal,99.75,6431.42,1,Não,Sim,Sim,Não,Não
C1521,42,Masculino,33,DSL,Mensal,87.75,3106.34,3,Sim,Sim,Não,Sim,Não
C1522,41,Feminino,49,Não tem,Bianual,74.69,3565.77,4,Não,Sim,Não,Sim,Sim
C1523,30,Feminino,35,Não tem,Anual,67.51,2225.28,4,Sim,Sim,,Sim,Sim
C1524,77,Feminino,44,Fibra,Mensal,112.24,5210.33,4,Não,Sim,Sim,Não,Sim
C1525,75,Masculino,11,Não tem,Anual,27.27,295.96,3,Não,Não,Sim,Não,Não
C1526,24,Masculino,66,Fibra,Mensal,48.06,2976.59,1,Não,Sim,Sim,Não,Sim
C1527,74,Masculino,46,Fibra,Mensal,54.99,2734.14,2,Não,Sim,Não,Sim,Não
C1528,53,Feminino,9,Fibra,Mensal,98.24,830.78,1,Sim,Não,,Não,Não
C1529,62,Masculino,3,DSL,Bianual,119.25,323.82,4,Sim,Sim,Sim,Sim,Não
C1530,37,Feminino,26,Fibra,Bianual,44.07,1035.89,4,Sim,Sim,Não,Sim,Não
C1531,18,Feminino,48,DSL,Mensal,107.43,5282.79,2,Não,Não,Sim,Não,Não
C1532,25,Feminino,66,DSL,Mensal,103.06,7021.9,1,Sim,Não,Não,Sim,Sim
C1533,63,Feminino,70,DSL,Mensal,42.47,2860.55,4,Sim,Sim,Não,Não,Sim
C1534,33,Feminino,28,Não tem,Bianual,59.93,1617.63,4,Não,Sim,Sim,Não,Não
C1535,31,Feminino,26,Fibra,Bianual,60.97,1534.33,1,Não,Sim,Sim,Sim,Sim
C1536,29,Masculino,25,Fibra,Anual,117.82,3051.63,4,Não,Não,Sim,Não,Sim
C1537,68,Masculino,12,Fibra,Anual,38.09,416.69,1,Não,Sim,Não,Não,Não
C1538,40,Feminino,5,Fibra,Anual,99.92,542.48,4,Sim,Sim,Não,Não,Sim
C1539,32,Feminino,48,Fibra,Mensal,53.42,2421.86,1,Não,Não,Não,Sim,Não
C1540,45,Masculino,37,Fibra,Mensal,93.09,3788.54,2,Não,Sim,Sim,,Não
C1541,51,Feminino,44,Fibra,Mensal,62.0,2548.78,4,Sim,Não,Não,Sim,Não
C1542,19,Feminino,15,Não tem,Anual,77.84,1231.01,2,Sim,Sim,Sim,Não,Não
C1543,49,Masculino,43,DSL,Anual,103.26,4194.56,4,Não,Sim,Não,Sim,Não
C1544,40,Feminino,48,Fibra,Mensal,100.42,4416.08,4,Não,Sim,Sim,Não,Sim
C1545,39,Feminino,70,DSL,Bianual,106.64,8024.56,3,Sim,Não,Não,Sim,Sim
C1546,68,Feminino,46,Fibra,Mensal,25.96,1279.84,1,Não,Sim,,Sim,Não
C1547,42,Masculino,43,Fibra,Mensal,89.21,3762.05,2,Não,Sim,Não,Não,Não
C1548,75,Masculino,21,DSL,Anual,34.0,742.9,2,Não,Sim,Não,,Não
C1549,79,Masculino,23,Fibra,Anual,61.58,1432.5,2,Não,Não,Sim,Não,Não
C1550,78,Feminino,47,Fibra,Anual,74.86,3766.79,1,Não,Não,Sim,Não,Sim
C1551,39,Feminino,15,Não tem,Mensal,60.27,870.61,3,Não,Sim,Não,Sim,Não
C1552,75,Masculino,25,Não tem,Mensal,71.96,1807.52,2,Não,Sim,Sim,Não,Não
C1553,75,Feminino,36,DSL,Anual,119.65,4294.8,1,Não,Não,Sim,Não,Não
